运单编号,签收省份,重量,价格
403397546436,浙江省,0.4,3.7
403397546505,云南省,1.4,8
403375536248,江苏省,0.55,3.7
403402103186,浙江省,0.65,3.7
403397546520,浙江省,0.2,3.7
403374091188,浙江省,0.35,3.7
403374646788,江苏省,0.25,3.7
403374091195,浙江省,0.2,3.7
403402103179,江苏省,0.5,3.7
403374646806,贵州省,0.3,5.6
403364298046,江苏省,0.2,3.7
403374091176,浙江省,0.2,3.7
403381464872,四川省,1.15,6.5
403370079012,浙江省,0.4,3.7
403375887474,江苏省,0.25,3.7
403369779447,浙江省,0.55,3.7
403402103236,陕西省,0.25,5.6
403402103161,浙江省,0.85,3.7
403364298066,湖南省,0.2,5.2
403374641820,浙江省,0.2,3.7
403402103209,江苏省,0.2,3.7
403359235473,山西省,0.45,5.6
403374646756,浙江省,0.85,3.7
403379977672,江苏省,0.45,3.7
403397546475,浙江省,0.95,3.7
403374646818,四川省,0.2,5.6
403379977697,上海,1.05,4.7
403297134099,上海,0.2,3.7
403355050756,贵州省,0.2,5.6
403379977680,上海,0.55,3.7
403375536262,江苏省,0.2,3.7
403374646795,上海,0.6,3.7
403375536255,安徽省,0.2,3.7
403402103223,江苏省,0.2,3.7
403370078990,内蒙古自治区,0.2,8.2
403402103193,江苏省,0.4,3.7
403327265792,云南省,0.2,5.6
403374091163,安徽省,0.25,3.7
403374641812,河南省,0.55,5.2
403374641837,上海,0.35,3.7
403397546490,湖南省,1,5.2
403375536216,江苏省,0.25,3.7
403364298039,安徽省,0.35,3.7
403374646776,浙江省,0.55,3.7
403374646763,浙江省,0.6,3.7
403370078982,江苏省,0.85,3.7
403397546456,浙江省,0.85,3.7
403397546512,浙江省,0.75,3.7
403370079020,上海,0.2,3.7
403402103216,河南省,0.2,5.2
403364298085,江苏省,0.2,3.7
403327265778,四川省,0.2,5.6
403327265785,河南省,0.2,5.2
403374646825,浙江省,0.25,3.7
403374091156,浙江省,0.25,3.7
403364298053,江苏省,0.2,3.7
403375536223,安徽省,0.2,3.7
403327265822,河北省,0.2,5.2
403327265808,四川省,0.2,5.6
403370078968,浙江省,0.25,3.7
403374641844,湖南省,0.35,5.2
757193007553,广东省,0.2,5.2
403374091206,江苏省,0.2,3.7
403364298078,浙江省,0.2,3.7
403402103248,湖南省,1,5.2
403350847799,江苏省,0.65,3.7
403350847781,江苏省,0.5,3.7
403373878948,上海,0.25,3.7
403355050768,江苏省,0.65,3.7
403355524668,安徽省,0.9,3.7
403381464880,上海,0.3,3.7
403346091430,浙江省,0.4,3.7
403341992799,安徽省,0.3,3.7
403355524636,浙江省,0.3,3.7
403341992742,浙江省,0.3,3.7
403350291244,贵州省,0.65,5.6
403361447053,江苏省,0.2,3.7
403381464897,浙江省,0.65,3.7
403355050681,上海,0.8,3.7
403297134104,上海,1.1,4.7
403355050711,浙江省,0.55,3.7
403369779509,江苏省,0.3,3.7
403390033635,浙江省,0.3,3.7
403357979138,浙江省,0.2,3.7
403357979126,安徽省,0.2,3.7
403369779479,四川省,0.95,5.6
757195930078,福建省,0.2,5.2
403350291269,浙江省,0.2,3.7
403350291190,陕西省,1.5,8.6
403369779486,浙江省,0.2,3.7
403355524656,安徽省,0.35,3.7
403356140985,云南省,0.35,5.6
403355524604,江苏省,0.25,3.7
403356140992,浙江省,0.35,3.7
403390033603,陕西省,0.3,5.6
403341992750,江苏省,0.45,3.7
403381464902,浙江省,0.5,3.7
403361447108,浙江省,0.2,3.7
403355050699,四川省,0.35,5.6
403361447092,浙江省,0.25,3.7
403356140921,浙江省,0.2,3.7
403356140946,上海,1.15,4.7
403341992781,江苏省,0.2,3.7
403390033628,内蒙古自治区,0.6,8.2
403346091408,上海,0.8,3.7
403357979145,江苏省,0.2,3.7
403356141008,安徽省,0.2,3.7
403361447066,浙江省,0.2,3.7
403350291205,浙江省,0.2,3.7
403332123858,上海,0.55,3.7
403381464865,上海,1.55,4.7
403357979177,浙江省,0.3,3.7
403369779461,江苏省,0.55,3.7
403350291220,贵州省,0.65,5.6
403390033642,四川省,0.55,5.6
403369779415,江苏省,0.35,3.7
403369779430,重庆,0.7,5.6
403350847804,江苏省,0.55,3.7
403350291251,贵州省,0.2,5.6
403317039492,上海,0.75,3.7
403355524599,浙江省,2.2,5.7
403341992767,贵州省,0.2,5.6
403356140966,安徽省,5.8,8.7
403361447085,浙江省,0.25,3.7
403350291212,浙江省,0.4,3.7
403356140978,内蒙古自治区,0.25,8.2
403355524629,贵州省,0.55,5.6
403341992774,江苏省,0.2,3.7
403427566057,上海,0.2,3.7
403413830919,贵州省,1,5.6
403434955372,四川省,0.2,5.6
403404478372,江苏省,1.4,4.7
403434955358,四川省,0.2,5.6
403415044845,江苏省,1.25,4.7
403412446293,浙江省,0.85,3.7
403413830980,重庆,0.2,5.6
403413830926,云南省,1.2,6.8
403404478410,贵州省,0.2,5.6
403419485704,江苏省,0.2,3.7
403421009299,四川省,0.2,5.6
403355524643,江苏省,0.5,3.7
403458595126,四川省,0.2,5.6
403458595145,安徽省,0.2,3.7
403417250419,陕西省,0.45,5.6
403413830965,安徽省,0.2,3.7
403416165736,浙江省,0.55,3.7
403355050704,上海,2,4.7
403427566025,四川省,0.2,5.6
403401184298,江苏省,0.2,3.7
403416165716,云南省,0.2,5.6
403413685858,江苏省,1.05,4.7
403415044877,江苏省,0.2,3.7
403421744752,上海,0.2,3.7
403405002556,云南省,0.2,5.6
403413685846,四川省,2.65,15.5
403416165693,江苏省,0.2,3.7
403433385009,云南省,0.25,5.6
403432826179,江苏省,0.2,3.7
403419485674,江苏省,0.55,3.7
403433385036,安徽省,0.3,3.7
403413830946,云南省,0.7,5.6
403415044852,上海,0.2,3.7
403432826154,湖南省,0.2,5.2
403401184266,四川省,0.25,5.6
403433385055,浙江省,0.35,3.7
403436026928,上海,0.25,3.7
403416165723,江苏省,0.2,3.7
403415044813,浙江省,0.2,3.7
403415044884,江苏省,0.45,3.7
403433385016,江苏省,0.2,3.7
403413685934,浙江省,0.3,3.7
403435383617,浙江省,0.2,3.7
403432826186,四川省,0.2,5.6
403413522540,浙江省,0.45,3.7
403436026916,浙江省,0.25,3.7
403436026950,浙江省,0.2,3.7
403413830901,四川省,0.2,5.6
403415044826,重庆,0.85,5.6
403416165709,上海,0.2,3.7
403435383600,江苏省,0.25,3.7
403436026942,江苏省,0.4,3.7
403413830958,浙江省,0.35,3.7
403413522557,江苏省,0.2,3.7
403413522495,浙江省,0.2,3.7
403433384993,湖南省,1,5.2
403405002543,安徽省,0.2,3.7
403413522506,重庆,0.2,5.6
403412446316,安徽省,0.2,3.7
403405002582,安徽省,0.2,3.7
403432826130,内蒙古自治区,0.3,8.2
403413685865,重庆,0.2,5.6
403413685927,江苏省,0.2,3.7
403432826161,浙江省,1.7,4.7
403413685880,安徽省,0.55,3.7
403433385062,重庆,0.2,5.6
403413522476,上海,0.35,3.7
403421009304,安徽省,0.25,3.7
403433385023,四川省,0.35,5.6
403421744791,重庆,0.25,5.6
403431006039,湖南省,0.2,5.2
403436026886,江苏省,0.45,3.7
403436026903,上海,0.2,3.7
403369779493,浙江省,0.7,3.7
403458419924,四川省,0.2,5.6
403478113761,浙江省,0.25,3.7
403462004225,上海,0.3,3.7
403460885359,上海,0.2,3.7
403482342207,江苏省,0.2,3.7
403451961920,浙江省,0.4,3.7
403458419956,重庆,0.4,5.6
403451961882,四川省,0.7,5.6
403456256159,江苏省,2,4.7
403462004218,江苏省,0.6,3.7
403478113836,上海,0.5,3.7
403478113809,江苏省,0.65,3.7
403478113779,上海,0.65,3.7
403452603838,浙江省,0.3,3.7
403453056542,浙江省,0.2,3.7
403451961969,浙江省,0.75,3.7
757195930319,浙江省,0.75,3.7
403452603826,浙江省,0.2,3.7
403480427855,云南省,0.2,5.6
403478113786,上海,0.5,3.7
403355524581,湖南省,1.85,8.6
403458419995,云南省,0.2,5.6
403477712762,上海,0.9,3.7
403439111392,浙江省,0.2,3.7
403412446323,四川省,0.9,5.6
403490429888,上海,0.2,3.7
403487553253,上海,0.5,3.7
403487553221,江苏省,0.2,3.7
403381563675,安徽省,0.2,3.7
403490429876,江苏省,2.6,5.7
403445831617,江苏省,0.2,3.7
403466001055,陕西省,0.45,5.6
403445831570,上海,0.2,3.7
403445831587,上海,0.85,3.7
403356140914,上海,1.1,4.7
403487553239,浙江省,0.75,3.7
403445831624,浙江省,0.4,3.7
403487553266,浙江省,0.2,3.7
403456434476,四川省,0.45,5.6
403466000979,四川省,0.75,5.6
403439111346,浙江省,0.2,3.7
403415044796,内蒙古自治区,0.2,8.2
403445831562,贵州省,0.45,5.6
403413830997,浙江省,0.2,3.7
403445831594,湖南省,0.2,5.2
403457720825,贵州省,0.8,5.6
403421009281,陕西省,0.45,5.6
403466001016,四川省,0.2,5.6
403439111378,浙江省,1.5,4.7
403445831600,江苏省,0.9,3.7
403449418931,广西壮族自治区,0.2,5.6
403404478365,内蒙古自治区,0.2,8.2
403445831536,内蒙古自治区,0.45,8.2
403436026898,江苏省,0.85,3.7
403466001036,江苏省,0.2,3.7
403412446355,江苏省,0.25,3.7
403457720832,浙江省,0.2,3.7
403401184316,上海,0.2,3.7
403478754505,重庆,0.45,5.6
403412446362,江苏省,0.2,3.7
403487553246,上海,0.2,3.7
403421009329,上海,0.2,3.7
403457720795,浙江省,0.2,3.7
403460029442,湖南省,0.25,5.2
403466001048,四川省,0.5,5.6
403413685872,浙江省,0.25,3.7
403413830972,安徽省,0.35,3.7
403430610066,山西省,0.2,5.6
403445831555,广东省,0.2,5.2
403431006053,江苏省,0.2,3.7
403466001009,湖南省,0.8,5.2
403413522518,安徽省,0.3,3.7
403466000986,吉林省,0.65,5.6
403413685902,安徽省,0.2,3.7
403466001023,云南省,0.4,5.6
403457720788,浙江省,0.85,3.7
403401591876,陕西省,0.2,5.6
403445831548,浙江省,0.3,3.7
403490429895,上海,0.55,3.7
403490429906,江苏省,0.35,3.7
403490429918,江苏省,0.2,3.7
403432826147,江苏省,0.2,3.7
403405095325,湖南省,0.35,5.2
403421744760,浙江省,0.25,3.7
403433385087,浙江省,0.2,3.7
403412446370,浙江省,0.6,3.7
403431006078,湖南省,0.2,5.2
403407537381,湖南省,0.25,5.2
403436026935,湖南省,0.85,5.2
403456434538,江苏省,0.25,3.7
403413830933,上海,0.3,3.7
403460487035,湖南省,0.6,5.2
403435383624,江苏省,0.2,3.7
403417250433,贵州省,0.2,5.6
403445299027,浙江省,0.3,3.7
403423905754,湖南省,0.85,5.2
403412446309,浙江省,1.4,4.7
403420067705,浙江省,0.25,3.7
403412446336,浙江省,0.25,3.7
403458595191,江苏省,0.2,3.7
403415533554,湖南省,0.35,5.2
403405002568,浙江省,0.2,3.7
403413415903,江苏省,0.3,3.7
403477712794,陕西省,0.2,5.6
403400444917,广西壮族自治区,0.6,5.6
403458595152,陕西省,2.05,11.9
403435383649,浙江省,0.2,3.7
403406819206,湖南省,0.4,5.2
403405002590,浙江省,0.2,3.7
403417250389,上海,0.5,3.7
403435383631,安徽省,0.2,3.7
403419485681,贵州省,0.2,5.6
403401184286,浙江省,0.2,3.7
403413522463,四川省,0.2,5.6
403401184303,上海,0.3,3.7
403401184273,安徽省,0.2,3.7
403401830501,山西省,0.3,5.6
403413685897,江苏省,0.25,3.7
403413522532,安徽省,0.2,3.7
403404478380,上海,0.3,3.7
403477712748,上海,0.45,3.7
403461443328,湖南省,0.65,5.2
403477712755,江苏省,0.75,3.7
403427565988,浙江省,0.5,3.7
403430946006,上海,0.6,3.7
403413522488,江苏省,0.35,3.7
403415044838,重庆,0.2,5.6
403477712736,浙江省,0.2,3.7
403398058774,云南省,0.2,5.6
403417250396,江苏省,0.2,3.7
403435713287,湖南省,0.2,5.2
403415044806,四川省,0.6,5.6
403427176923,广西壮族自治区,0.2,5.6
403409041431,广西壮族自治区,0.35,5.6
403448938602,重庆,0.3,5.6
403429620020,山东省,0.65,5.2
403426758582,江西省,0.35,5.2
403413685910,重庆,0.2,5.6
403433385070,江苏省,0.2,3.7
403394061443,江西省,0.35,5.2
403404478397,重庆,0.2,5.6
403436026967,浙江省,0.2,3.7
403419485635,云南省,0.5,5.6
403415044860,江苏省,0.2,3.7
403404478402,安徽省,0.2,3.7
403435383594,江苏省,0.2,3.7
403402103154,上海,0.6,3.7
403405002575,湖南省,0.2,5.2
403416165748,江苏省,0.35,3.7
403477712800,云南省,0.65,5.6
403427566018,湖南省,0.2,5.2
403439111385,上海,0.2,3.7
403438254591,湖南省,0.8,5.2
403477712723,江苏省,0.2,3.7
403433385048,上海,0.25,3.7
403477712787,浙江省,0.6,3.7
403417250401,四川省,0.2,5.6
403419485699,江苏省,0.5,3.7
403417250426,贵州省,0.2,5.6
403428294471,广西壮族自治区,0.2,5.6
403419485667,重庆,0.2,5.6
403421744745,安徽省,0.2,3.7
403427565995,江苏省,0.2,3.7
403400074613,云南省,0.2,5.6
403445298980,山东省,0.35,5.2
403478275691,江西省,0.7,5.2
403421744777,浙江省,0.9,3.7
403441341338,湖南省,0.9,5.2
403445298933,内蒙古自治区,0.4,8.2
403445299010,浙江省,0.25,3.7
403438239170,贵州省,0.6,5.6
403445298958,江苏省,0.2,3.7
403453056535,陕西省,0.2,5.6
403445298997,江苏省,0.35,3.7
403422313656,湖南省,0.7,5.2
403458595106,浙江省,0.2,3.7
403453056516,浙江省,0.2,3.7
403434955380,内蒙古自治区,0.25,8.2
403425239529,重庆,0.7,5.6
757195930082,吉林省,0.2,5.6
403434955365,重庆,0.2,5.6
403431006066,上海,0.2,3.7
403416092758,江西省,0.8,5.2
403458262296,陕西省,0.75,5.6
403445298965,江苏省,0.25,3.7
403445298972,江苏省,0.25,3.7
403430946038,江苏省,0.2,3.7
403453056574,江苏省,0.4,3.7
403430946013,浙江省,0.2,3.7
403456434526,上海,1.55,4.7
403398079500,云南省,0.9,5.6
403397546443,陕西省,0.85,5.6
403420067712,浙江省,0.6,3.7
403458262283,江苏省,0.75,3.7
403421744784,浙江省,0.7,3.7
403430945996,四川省,0.55,5.6
403456434496,浙江省,1.3,4.7
403453056599,安徽省,0.6,3.7
403458595177,安徽省,0.2,3.7
403432150119,广东省,0.6,5.2
403458595138,湖南省,0.2,5.2
403413415916,广西壮族自治区,0.2,5.6
403419485628,安徽省,0.45,3.7
403420067682,陕西省,0.75,5.6
403419679039,山西省,0.8,5.6
403456434545,上海,0.65,3.7
403453056604,浙江省,0.8,3.7
403453056581,上海,0.35,3.7
403434955346,江苏省,0.25,3.7
403431006021,云南省,0.2,5.6
403431006046,江苏省,0.5,3.7
403427566071,江苏省,0.35,3.7
403421009311,江苏省,0.25,3.7
403436026974,贵州省,0.45,5.6
403457319835,陕西省,0.55,5.6
403456434560,浙江省,0.4,3.7
403419485642,上海,0.25,3.7
403299957369,上海,0.95,3.7
403453056550,上海,0.2,3.7
403458595160,安徽省,0.2,3.7
403458595113,浙江省,0.2,3.7
403425559373,湖南省,0.7,5.2
403430946026,陕西省,0.2,5.6
403453056528,江苏省,0.5,3.7
403456434506,安徽省,1,3.7
403427566064,江苏省,0.2,3.7
403427566040,安徽省,0.2,3.7
403449535580,湖南省,0.65,5.2
403420795915,湖南省,0.65,5.2
403458262338,江苏省,0.2,3.7
403306808361,云南省,0.2,5.6
403424064365,广西壮族自治区,0.7,5.6
403430945983,内蒙古自治区,1.05,8.6
403450723984,湖南省,0.9,5.2
403434955397,云南省,0.2,5.6
403458595184,安徽省,0.2,3.7
403139585673,陕西省,0.2,5.6
403477712817,四川省,0.5,5.6
403452603783,四川省,0.55,5.6
403439111366,江苏省,0.2,3.7
403310326738,重庆,0.55,5.6
403427475723,贵州省,0.55,5.6
403439451485,山西省,0.45,5.6
403427316746,广西壮族自治区,0.8,5.6
403427566032,上海,0.2,3.7
403477712770,江苏省,0.3,3.7
403482742341,浙江省,0.65,3.7
403479706743,广西壮族自治区,0.75,5.6
403458419988,浙江省,0.25,3.7
403482342160,浙江省,0.5,3.7
403467798210,湖南省,0.6,5.2
403482742310,江苏省,0.2,3.7
403482342191,江苏省,0.2,3.7
403408483214,广西壮族自治区,0.3,5.6
403482342152,上海,0.3,3.7
403452603813,浙江省,0.3,3.7
403458419917,上海,1.05,4.7
403451961976,安徽省,0.6,3.7
403452603796,重庆,0.25,5.6
403458419931,浙江省,0.35,3.7
403427794579,贵州省,0.6,5.6
757195930081,广东省,0.2,5.2
403451961951,江苏省,0.65,3.7
403436671740,山西省,0.65,5.6
403451961890,安徽省,0.65,3.7
403296620992,云南省,0.25,5.6
403462004264,江苏省,0.35,3.7
403481302772,重庆,0.2,5.6
403456256166,浙江省,0.3,3.7
403478113816,江苏省,0.2,3.7
403460885310,北京,0.2,5.2
403460885366,内蒙古自治区,0.2,8.2
403405174795,湖南省,0.2,5.2
403480427870,江苏省,0.6,3.7
403460885341,浙江省,1.05,4.7
403428024541,重庆,0.85,5.6
403456256134,浙江省,0.45,3.7
403428741455,重庆,0.55,5.6
403480427836,浙江省,0.2,3.7
403451961912,安徽省,0.95,3.7
403408563233,广西壮族自治区,0.85,5.6
403458419900,浙江省,0.3,3.7
403462004240,浙江省,0.25,3.7
403462004232,四川省,0.2,5.6
403482742373,云南省,0.4,5.6
403478113823,湖南省,0.75,5.2
403428581786,重庆,0.8,5.6
403456256127,江苏省,0.4,3.7
403478113793,上海,0.25,3.7
757195930317,江苏省,0.35,3.7
403482742366,上海,0.2,3.7
403460885334,云南省,0.3,5.6
757195930318,江苏省,0.2,3.7
403482342184,四川省,0.2,5.6
403462004257,安徽省,1.45,4.7
